Participant,Recording,assigned_aoi,aoi_area
36,2,nose,20.466720815804386
36,2,mouth,59.48057531794197
36,2,right_eye,113.04407592241674
36,2,left_eye,136.44730090114862
36,2,nose,41.44691428692643
36,2,mouth,123.06170888950822
36,2,nose,464.00994009499647
36,2,nose,383.4103058441195
36,2,right_eye,156.20550110382538
36,2,left_eye,381.5943119981449
36,2,nose,54.11189146954662
36,2,mouth,258.0882954284831
36,2,right_eye,99.64124403157615
36,2,left_eye,98.08445694027188
36,2,nose,30.06822037019631
36,2,mouth,92.20607865795567
36,2,nose,484.18843912092234
36,1,right_eye,276.8242335702612
36,1,left_eye,115.89450619305711
36,1,nose,26.14199478043352
36,1,mouth,211.13926545624824
36,1,right_eye,121.07247609038504
36,1,left_eye,100.0108400751363
36,1,nose,42.91114823688858
36,1,mouth,116.00553559759008
36,1,nose,506.39692880612085
36,1,right_eye,285.5935752114705
36,1,left_eye,420.1743087321594
36,1,nose,113.85051898651086
36,1,mouth,350.38159706985925
36,1,left_eye,623.556247597964
36,1,nose,330.495155254829
36,1,right_eye,218.97256406812755
36,1,left_eye,123.44017070973445
36,1,nose,61.07294019118326
36,1,mouth,263.51432503095475
36,1,right_eye,53.83816000729604
36,1,left_eye,146.72507638200355
36,1,nose,29.812919060685736
36,1,mouth,105.6238445500147
36,1,right_eye,150.25715681641424
36,1,left_eye,291.30599102070863
36,1,nose,60.29402095353926
36,1,mouth,218.14283120933783
36,1,right_eye,90.03383307340306
36,1,left_eye,283.4899124322478
36,1,nose,37.422284579340555
36,1,mouth,261.05396991500857
36,1,right_eye,433.33267561250045
36,1,nose,255.46924518917837
36,1,right_eye,550.6140054172199
36,1,nose,347.04741233981605
36,1,right_eye,639.2263438899397
36,1,nose,297.74907090462716
36,1,right_eye,476.4971237751154
36,1,nose,245.3859999740071
36,1,right_eye,313.828489896337
36,1,nose,213.40933643717702
36,1,mouth,774.4206939617243
09,2,left_eye,797.2779937495766
09,2,nose,286.7480048614199
09,2,right_eye,521.2815197367308
09,2,nose,117.23729814727581
09,2,mouth,550.4549058413268
09,2,right_eye,140.01043882204306
09,2,left_eye,180.6622076579743
09,2,nose,56.49768385216069
09,2,mouth,168.82966966782195
09,2,right_eye,510.0049217643349
09,2,left_eye,298.1881401729529
09,2,nose,152.3117395873028
09,2,mouth,433.4951984754095
09,2,right_eye,223.33887140025104
09,2,left_eye,92.97513386766126
09,2,nose,48.69160458085684
09,2,mouth,201.99439015123085
09,2,right_eye,178.36833616362773
09,2,left_eye,525.6163287855801
09,2,nose,113.55006704075176
09,2,mouth,391.4652680100404
09,2,right_eye,126.95689619700156
09,2,left_eye,219.22909565924402
09,2,nose,57.148189430267664
09,2,mouth,163.66581871348674
09,2,right_eye,134.3198281627914
09,2,left_eye,223.41787464855392
09,2,nose,80.13899367771599
09,2,mouth,252.12330351093865
09,2,right_eye,510.47504883778123
09,2,left_eye,385.1015602957772
09,2,nose,179.61357084596898
09,2,mouth,420.80982002047267
09,2,right_eye,181.08997591345366
09,2,left_eye,144.61073467353407
09,2,nose,52.57929651408918
09,2,mouth,141.71999289892312
09,2,right_eye,690.3921216270018
09,2,nose,381.00085224545796
09,2,right_eye,291.1822141973926
09,2,left_eye,616.8820798205362
09,2,nose,148.13336741745474
09,2,mouth,303.8023385646163
09,2,right_eye,647.3134950254025
09,2,left_eye,334.7503177789972
09,2,nose,170.22816105426938
09,2,mouth,467.70802614133083
09,2,right_eye,739.4889301218891
09,2,right_eye,457.99905570757113
09,2,right_eye,252.6302003476252
09,2,left_eye,273.611491476056
09,2,nose,91.78224313567577
09,2,mouth,396.97606504064305
09,2,right_eye,117.81469421058944
09,2,left_eye,329.35993932107516
09,2,nose,50.118028968439944
09,2,mouth,238.70733749989546
09,2,right_eye,245.2792767736085
09,2,left_eye,555.1367134326811
09,2,nose,167.32544165157577
09,2,mouth,472.25856814213466
09,2,right_eye,138.12448105328656
09,2,left_eye,323.6338259917343
09,2,nose,82.2244254593161
09,2,mouth,224.01726749566308
09,2,right_eye,648.1813210918906
09,2,nose,238.11282185565472
09,2,mouth,518.1291208578607
09,2,right_eye,63.55608774801136
09,2,left_eye,363.57656389115334
09,2,nose,66.87429119653426
09,2,mouth,253.99305716430104
09,2,right_eye,135.51310458720374
09,2,left_eye,159.47473065243008
09,2,nose,53.42293122387311
09,2,mouth,191.58923353649308
09,2,right_eye,197.9071764685834
09,2,left_eye,57.0554377233829
09,2,nose,33.65544491946814
09,2,mouth,125.38194088856557
09,2,right_eye,91.78846630514552
09,2,left_eye,137.35678945395645
09,2,nose,21.132987164238862
09,2,mouth,124.72175707665916
09,2,right_eye,678.2786130221457
09,2,left_eye,148.36926564571746
09,2,nose,54.14830673512249
09,2,mouth,495.20381459701434
09,2,right_eye,296.3376761139016
09,2,left_eye,86.62967585037363
09,2,nose,51.81970517267669
09,2,mouth,203.21294286304806
09,2,right_eye,269.5032143943381
09,2,left_eye,111.59129425423842
09,2,nose,57.64267026297864
09,2,mouth,199.26282108844484
09,2,right_eye,82.85952782668093
09,2,left_eye,173.9455780256004
09,2,nose,54.46285941418592
09,2,mouth,106.73203473353273
09,2,right_eye,49.34998495961085
09,2,left_eye,76.94426570001927
09,2,nose,25.878505960019496
09,2,mouth,68.8272433803504
09,2,right_eye,59.68510988066808
09,2,left_eye,67.16522001881918
09,2,nose,30.553579959943253
09,2,mouth,50.5960901405695
09,2,right_eye,141.61487819476977
09,2,left_eye,71.40770466995245
09,2,nose,36.247499056330284
09,2,mouth,90.72991807894749
09,2,right_eye,49.80426401382982
09,2,left_eye,89.91366766828102
09,2,nose,28.13016001173185
09,2,mouth,70.1519083061573
09,2,right_eye,93.040873534708
09,2,left_eye,153.3872850302386
09,2,nose,44.886896221378635
09,2,mouth,122.68494521367475
09,2,right_eye,783.487823096171
09,2,left_eye,352.4631490428045
09,2,nose,199.01216336164185
09,2,mouth,715.0368644993825
09,2,right_eye,164.69805319504135
09,2,left_eye,141.39356895326858
09,2,nose,61.49477960653055
09,2,mouth,152.4135982451595
09,2,right_eye,122.94931699156321
09,2,left_eye,83.64307898624611
09,2,nose,40.35297928668051
09,2,mouth,105.05462473551017
09,2,right_eye,326.08844700577777
09,2,left_eye,175.84370668868942
09,2,nose,100.7115464399271
09,2,mouth,333.3562998656057
09,2,left_eye,353.51020534972633
09,2,nose,137.35904307047275
09,2,left_eye,336.16399554525634
09,2,nose,97.86974248755662
09,2,right_eye,172.39802678139478
09,2,left_eye,55.83420628430288
09,2,nose,29.873794405392033
09,2,mouth,98.8939725289103
09,2,right_eye,230.0210926023637
09,2,left_eye,119.81061792996054
09,2,nose,53.321563182561306
09,2,mouth,136.84672628511447
09,2,left_eye,132.40543246673508
09,2,nose,171.28157598949676
09,2,mouth,551.973430402027
09,2,right_eye,192.7703437633196
09,2,left_eye,331.91494986366587
09,2,nose,76.43939316276467
09,2,mouth,173.87531321024983
09,2,right_eye,314.48317011327083
09,2,left_eye,728.8172284540839
09,2,nose,205.25385830408763
09,2,mouth,584.4457431285578
09,2,right_eye,95.05865323841809
09,2,left_eye,147.0152659809665
09,2,nose,40.89719211086798
09,2,mouth,113.02888866974746
09,2,right_eye,50.7138800077093
09,2,left_eye,56.453292950028725
09,2,nose,17.158774765725266
09,2,mouth,43.674052276536706
09,2,right_eye,510.26607302526963
09,2,nose,168.87667442798448
09,2,mouth,739.5313521062387
09,2,right_eye,220.74210877613817
09,2,left_eye,151.28404577134003
09,2,nose,88.4421760349367
09,2,mouth,264.5316694175851
09,2,right_eye,318.4348894991192
09,2,left_eye,80.02401210866633
09,2,nose,27.965350162875684
09,2,mouth,263.5757482293387
09,2,right_eye,416.0200022342623
09,2,left_eye,96.40448440141255
09,2,nose,64.15044753117317
09,2,mouth,351.425065833152
09,2,nose,684.9645154599497
09,2,right_eye,231.8461030342471
09,2,left_eye,270.9290076580229
09,2,nose,96.23667257129839
09,2,mouth,275.9882167364317
09,2,nose,756.7014651999223
09,2,right_eye,130.18742618391505
09,2,left_eye,186.25678790600804
09,2,nose,59.32635458026252
09,2,mouth,149.22943132981442
09,2,right_eye,46.536991948464916
09,2,left_eye,70.96062262401607
09,2,nose,20.43179040863143
09,2,mouth,54.0705950188876
09,2,right_eye,113.85372582193708
09,2,left_eye,58.65041540702434
09,2,nose,28.289438811257323
09,2,mouth,84.20641995978124
09,2,right_eye,117.89884672595
09,2,left_eye,124.98238436783116
09,2,nose,45.169349728876526
09,2,mouth,125.94941917734234
09,2,right_eye,71.062557696861
09,2,left_eye,201.5083293403965
09,2,nose,42.09386526938272
09,2,mouth,189.33524769335975
09,2,right_eye,312.24827541055845
09,2,left_eye,153.50106803790453
09,2,nose,76.45501535390439
09,2,mouth,201.7956411976326
09,2,right_eye,54.0676032813583
09,2,left_eye,112.7338576893105
09,2,nose,36.82331168000278
09,2,mouth,81.37522734932841
09,2,right_eye,80.23088742000019
09,2,left_eye,271.19037573899396
09,2,nose,48.49488541681944
09,2,mouth,238.08385142418638
09,2,right_eye,180.69149106952844
09,2,left_eye,411.43791775916907
09,2,nose,87.42750583688748
09,2,mouth,308.44308533441506
09,2,right_eye,336.7152823404069
09,2,left_eye,114.6626530632885
09,2,nose,94.67351420743034
09,2,mouth,153.94855038887428
09,2,right_eye,56.47229255368903
09,2,left_eye,177.270738778662
09,2,nose,33.616765529406486
09,2,mouth,92.64020313824246
09,2,right_eye,145.21405064978924
09,2,left_eye,122.19605422932008
09,2,nose,71.00791543484809
09,2,mouth,233.58197968604262
09,1,right_eye,182.24148961279025
09,1,left_eye,109.71777670225754
09,1,nose,45.99435490764978
09,1,mouth,76.04637877730241
09,1,right_eye,105.73042538742575
09,1,left_eye,29.52248313139341
09,1,nose,24.350452929252874
09,1,mouth,78.39663855192796
09,1,right_eye,57.1303646200315
09,1,left_eye,153.44735134454726
09,1,nose,27.562204006362684
09,1,mouth,91.86008002905857
09,1,right_eye,265.950705838413
09,1,left_eye,183.92071982407867
09,1,nose,70.0456287618475
09,1,mouth,280.08294557566074
09,1,right_eye,258.2005479171482
09,1,left_eye,133.14134973938823
09,1,nose,78.39343782756802
09,1,mouth,168.2646645158956
09,1,right_eye,237.4616423635183
09,1,left_eye,81.6037875733777
09,1,nose,22.580675959287
09,1,mouth,228.35389410381697
09,1,right_eye,302.3358238023688
09,1,left_eye,257.19975996811723
09,1,nose,78.01916154685978
09,1,mouth,226.4452546826542
09,1,right_eye,292.9330034902447
09,1,left_eye,64.26407531187819
09,1,nose,43.516835965970046
09,1,mouth,259.28608523190707
09,1,right_eye,186.34936710928332
09,1,left_eye,135.94643259323146
09,1,nose,59.451405736191276
09,1,mouth,143.2527945612939
09,1,nose,515.9004708228733
09,1,right_eye,399.3047248136279
09,1,left_eye,189.1683490523423
09,1,nose,102.68827902218152
09,1,mouth,352.83864711184833
09,1,right_eye,316.9828852744436
09,1,left_eye,378.3697935092981
09,1,nose,156.02408763654086
09,1,mouth,364.6232335797175
09,1,right_eye,61.53795925011623
09,1,left_eye,181.6907184347885
09,1,nose,34.241916414535154
09,1,mouth,118.5294059005601
09,1,right_eye,243.65352568828627
09,1,left_eye,431.0427314066692
09,1,nose,132.75934223959342
09,1,mouth,332.54440066545106
09,1,right_eye,503.3319774463465
09,1,nose,400.6586048822499
09,1,right_eye,363.2284077308258
09,1,left_eye,302.7524439388203
09,1,nose,84.0612047183231
09,1,mouth,293.9579436120308
09,1,nose,628.5430957046619
09,1,right_eye,405.4439170973062
09,1,nose,351.56596522088176
09,1,right_eye,108.78822964187916
09,1,left_eye,300.72374283791044
09,1,nose,43.29771290954965
09,1,mouth,251.19031461066072
09,1,right_eye,135.3955763755252
09,1,left_eye,86.81385309449415
09,1,nose,34.97849499652788
09,1,mouth,116.81207553345277
09,1,right_eye,177.2499088444648
09,1,left_eye,230.7120380442911
09,1,nose,71.97451084370442
09,1,mouth,187.06354226753967
09,1,right_eye,579.3820725769473
09,1,left_eye,403.2524020923407
09,1,nose,175.6110639074643
09,1,mouth,405.7544614232477
09,1,right_eye,253.7491890355761
09,1,left_eye,350.2846567816854
09,1,nose,121.26162266687439
09,1,mouth,376.7045315158641
09,1,right_eye,127.2774929455479
09,1,left_eye,122.10233795977527
09,1,nose,35.196931189069915
09,1,mouth,114.42323790560691
09,1,right_eye,46.552442409468895
09,1,left_eye,34.10874543634898
09,1,nose,17.401957780205713
09,1,mouth,31.93685437397641
09,1,right_eye,613.5517102875292
09,1,left_eye,236.81470073552578
09,1,nose,64.31131841889055
09,1,mouth,493.32227055805436
09,1,left_eye,342.226269521228
09,1,nose,118.67745556297655
09,1,mouth,607.4864492432113
09,1,right_eye,263.57399294797324
09,1,left_eye,605.9540829490245
09,1,nose,150.7235152535734
09,1,mouth,441.74840884942887
09,1,right_eye,54.68276418946047
09,1,left_eye,91.70391357780417
09,1,nose,36.52049144880077
09,1,mouth,105.09283078393459
09,1,right_eye,120.16101601850711
09,1,left_eye,100.38080089554124
09,1,nose,39.88283351041485
09,1,mouth,113.57534957553678
09,1,right_eye,454.25068757855456
09,1,left_eye,148.75854485576366
09,1,nose,62.73060454075705
09,1,mouth,225.26016302492474
09,1,left_eye,822.8207733537379
09,1,nose,169.77035241330344
09,1,left_eye,158.675010770271
09,1,nose,209.87806038578398
09,1,mouth,777.3564206534958
09,1,right_eye,127.17482004238389
09,1,left_eye,104.65818820983732
09,1,nose,43.213053141959776
09,1,mouth,115.953938605819
09,1,right_eye,311.9475622501276
09,1,left_eye,104.72907662479872
09,1,nose,49.113057188743824
09,1,mouth,201.21030393632984
09,1,right_eye,76.1340702677761
09,1,left_eye,50.093899336207556
09,1,nose,19.533268655052602
09,1,mouth,49.23876174096375
09,1,right_eye,242.30692842430813
09,1,left_eye,328.8022063558921
09,1,nose,111.1058875693682
09,1,mouth,303.7849776504316
09,1,right_eye,78.91745191453464
09,1,left_eye,109.94187518937781
09,1,nose,32.39718972610312
09,1,mouth,98.74348316998444
09,1,right_eye,42.982055172791846
09,1,left_eye,111.30702234136093
09,1,nose,23.889664369978213
09,1,mouth,73.821258115869
09,1,right_eye,133.1867324345733
09,1,left_eye,54.75547325307314
09,1,nose,25.400248226979727
09,1,mouth,71.65754608537387
09,1,right_eye,49.97071118426412
09,1,left_eye,102.63480043039517
09,1,nose,26.64523912359267
09,1,mouth,72.74924926174803
09,1,right_eye,198.49103305393947
09,1,left_eye,410.0316207287041
09,1,nose,137.83742183662594
09,1,mouth,276.63992438073046
09,1,right_eye,248.01578233184566
09,1,left_eye,721.246516979749
09,1,nose,208.2319608232093
09,1,mouth,538.5057398651961
09,1,right_eye,327.23046122966787
09,1,left_eye,197.88092414073245
09,1,nose,83.88852030688636
09,1,mouth,249.00009432271332
09,1,right_eye,68.55192870020909
09,1,left_eye,43.33172078935418
09,1,nose,18.790162057948386
09,1,mouth,37.32618845248834
09,1,left_eye,450.40821206305253
09,1,nose,275.12609344846084
09,1,right_eye,145.54695413683285
09,1,left_eye,549.1102571782142
09,1,nose,67.5415267128693
09,1,mouth,437.8012619720836
09,1,right_eye,167.92659175528394
09,1,left_eye,133.81927678230946
09,1,nose,38.2864811029519
09,1,mouth,134.96765035945475
09,1,right_eye,505.0427030280388
09,1,left_eye,236.0651714546172
09,1,nose,157.33679596810828
09,1,mouth,393.5553295492357
09,1,right_eye,100.51682368681978
09,1,left_eye,94.90731866789454
09,1,nose,32.81961368509215
09,1,mouth,111.75624396019354
09,1,right_eye,195.70467910285066
09,1,left_eye,334.70564430009745
09,1,nose,140.87486255666528
09,1,mouth,264.7148140403866
09,1,right_eye,73.78424811793813
09,1,left_eye,65.54322490199021
09,1,nose,25.894025080477203
09,1,mouth,68.77850189959443
09,1,right_eye,331.00061892679605
09,1,nose,165.43313497396701
22,2,right_eye,125.82769739374908
22,2,left_eye,82.84799171514537
22,2,nose,40.33291518178332
22,2,mouth,110.99139570932223
22,2,right_eye,642.5718673286796
22,2,left_eye,144.7604116039368
22,2,nose,67.19811737321527
22,2,mouth,457.4696036941684
22,2,right_eye,242.7363494311756
22,2,left_eye,500.6906968241854
22,2,nose,149.54297873802443
22,2,mouth,433.02997500661456
22,2,right_eye,310.4834701040123
22,2,left_eye,104.96283247283061
22,2,nose,72.81342806225456
22,2,mouth,201.74026936090252
22,2,right_eye,279.9727528679506
22,2,left_eye,276.14449273841154
22,2,nose,101.48707067725749
22,2,mouth,322.39568371638035
22,2,right_eye,260.1737808709124
22,2,left_eye,323.0670107372891
22,2,nose,135.30991820937658
22,2,mouth,391.4492901824219
22,2,nose,796.3570770524723
22,2,left_eye,621.8940851989549
22,2,nose,520.7011604784328
22,2,right_eye,209.122818732593
22,2,left_eye,724.2371256968338
22,2,nose,81.24770479717591
22,2,mouth,681.3923507733974
22,2,right_eye,308.58433150254274
22,2,left_eye,92.87702194913798
22,2,nose,46.60228077295073
22,2,mouth,167.93636577536856
22,2,right_eye,228.77266130109885
22,2,left_eye,809.8014899196997
22,2,nose,120.25095422304207
22,2,mouth,451.1748945561594
22,2,nose,805.0378484531477
22,2,right_eye,513.871014112429
22,2,left_eye,150.17511845217996
22,2,nose,68.61006648158062
22,2,mouth,347.34380095381044
22,2,right_eye,202.13785526848557
22,2,left_eye,524.1365384646498
22,2,nose,85.27810831055189
22,2,mouth,448.44749795631276
22,2,right_eye,90.47930001962564
22,2,left_eye,364.1807001342655
22,2,nose,50.68211975808323
22,2,mouth,352.65788008802565
22,2,right_eye,191.59198061226328
22,2,left_eye,615.6626916874652
22,2,nose,80.48451417907285
22,2,mouth,522.2608135211987
22,2,right_eye,208.25967362087408
22,2,nose,101.92733330405858
22,2,mouth,732.1081554929908
22,2,right_eye,100.79680085789707
22,2,left_eye,397.4690780497457
22,2,nose,71.93964348382457
22,2,mouth,279.79447760853265
22,2,right_eye,252.59891049209
22,2,left_eye,495.1703512902564
22,2,nose,126.79876829627835
22,2,mouth,365.43196992137524
22,2,right_eye,164.5088174013052
22,2,left_eye,170.41622642311768
22,2,nose,46.657040669457174
22,2,mouth,143.41791550611995
22,2,right_eye,357.81239651414853
22,2,left_eye,109.4048923738431
22,2,nose,84.06644604224707
22,2,mouth,276.7162650697612
22,2,right_eye,189.85468733139598
22,2,left_eye,314.46241698295603
22,2,nose,78.48055012422827
22,2,mouth,217.20234556141978
22,2,right_eye,258.76756956217594
22,2,left_eye,670.8341900284591
22,2,nose,135.06903972426738
22,2,mouth,465.3292006850976
22,2,right_eye,250.00686329978618
22,2,left_eye,118.4617257429023
22,2,nose,53.13669044882607
22,2,mouth,194.39472050848542
22,2,right_eye,70.77857335376494
22,2,left_eye,103.76636901618315
22,2,nose,43.6385932311364
22,2,mouth,104.81646439891554
22,2,left_eye,729.9331232793132
22,2,nose,345.4368758305228
22,2,right_eye,174.64455949764894
22,2,left_eye,137.20687184515714
22,2,nose,57.23229301763031
22,2,mouth,134.9162756395636
22,2,right_eye,222.77024764513357
22,2,left_eye,154.40976628167732
22,2,nose,67.85471760771698
22,2,mouth,152.96526846547215
22,2,right_eye,214.87871066425893
22,2,left_eye,148.94930723285432
22,2,nose,73.54301653274776
22,2,mouth,183.62896557013897
22,2,right_eye,318.4276295041006
22,2,left_eye,239.91304503844822
22,2,nose,101.58665185741944
22,2,mouth,236.07267360003178
22,2,right_eye,458.49475817994016
22,2,left_eye,144.77959571908818
22,2,nose,68.65752051169672
22,2,mouth,381.06812558927487
22,2,right_eye,60.653611375038054
22,2,left_eye,198.37033872133367
22,2,nose,32.46409196793632
22,2,mouth,133.51195793569195
22,2,right_eye,420.9541815826273
22,2,left_eye,543.4495502702542
22,2,nose,173.6816335069711
22,2,mouth,563.9146346401474
22,2,right_eye,43.83172681115519
22,2,left_eye,76.48147506289311
22,2,nose,22.529125686137956
22,2,mouth,37.15767243981373
22,1,right_eye,130.69157181681572
22,1,left_eye,268.60306733209103
22,1,nose,74.08243302253915
22,1,mouth,251.62292782855408
22,1,right_eye,170.63077275698703
22,1,left_eye,36.73291131804289
22,1,nose,28.94400613765395
22,1,mouth,103.69230978731613
22,1,right_eye,426.9976535756462
22,1,left_eye,346.51082164204075
22,1,nose,148.92704679125586
22,1,mouth,463.5644779910572
22,1,right_eye,606.9637496804671
22,1,left_eye,443.37380121348554
22,1,nose,186.60919775278705
22,1,mouth,502.0532513532603
22,1,right_eye,67.19006513445498
22,1,left_eye,157.53841977874455
22,1,nose,30.386038489704383
22,1,mouth,96.88547659709609
22,1,right_eye,97.95204427035958
22,1,left_eye,113.80464178105296
22,1,nose,37.71257744300543
22,1,mouth,128.53073650558204
22,1,left_eye,322.47455227214573
22,1,nose,157.27103884238915
22,1,left_eye,709.6985303679822
22,1,nose,415.73162189524925
22,1,right_eye,237.4468832005303
22,1,left_eye,701.9450555555399
22,1,nose,121.95375410765644
22,1,mouth,798.6543071362735
22,1,right_eye,155.5130884987022
22,1,left_eye,193.24140374020553
22,1,nose,59.677492757367375
22,1,mouth,179.56801500372495
22,1,left_eye,746.9988912446022
22,1,nose,484.0810667291206
22,1,left_eye,371.70104710397874
22,1,nose,335.1886396603463
22,1,right_eye,51.38897163676168
22,1,left_eye,78.84578442344092
22,1,nose,38.91100333248939
22,1,mouth,68.85424060730799
22,1,right_eye,549.2916811637974
22,1,left_eye,572.6752301855101
22,1,nose,162.1116797963868
22,1,mouth,539.9214088543057
22,1,nose,502.58799031177693
22,1,left_eye,291.5317582867869
22,1,nose,166.69317171298104
22,1,mouth,668.0122434661746
22,1,right_eye,250.46650091997043
22,1,left_eye,144.16496650526386
22,1,nose,67.25536966812334
22,1,mouth,176.1131629066424
22,1,right_eye,231.14190429485674
22,1,left_eye,352.8085274655456
22,1,nose,116.04672696644751
22,1,mouth,286.0028412731501
22,1,right_eye,340.25958314570937
22,1,left_eye,130.41784470453788
22,1,nose,86.00215823610961
22,1,mouth,223.3204139136431
22,1,right_eye,103.78067933530556
22,1,left_eye,334.43467487436465
22,1,nose,61.30369276440112
22,1,mouth,268.48095302592867
22,1,left_eye,507.09944941110604
22,1,nose,464.8031971402128
22,1,right_eye,351.06676394655017
22,1,left_eye,425.3637807273459
22,1,nose,129.91991555317716
22,1,mouth,263.64953977292674
22,1,right_eye,116.98113440598433
